No.,Time,Source,Destination,Protocol,Length,Info
8131.0,563.244826501,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8132.0,563.244826523,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8133.0,563.244826545,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8134.0,563.244826565,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8135.0,563.245832318,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8136.0,563.245832412,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8137.0,563.245832433,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8138.0,563.245832455,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8139.0,563.245832476,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8140.0,563.245832498,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8141.0,563.24583252,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8142.0,563.245832541,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8143.0,563.245894256,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8144.0,563.245894316,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8145.0,563.245894347,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8146.0,563.245894369,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8147.0,563.245894389,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8148.0,563.245894412,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8149.0,563.245894433,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8150.0,563.245894454,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8151.0,563.245906785,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8152.0,563.245906818,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8153.0,563.245906839,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8154.0,563.245906867,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8155.0,563.245906888,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8156.0,563.24590691,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8157.0,563.245906931,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8158.0,563.245906952,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8159.0,563.245962234,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8160.0,563.245962311,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8161.0,563.245962332,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8162.0,563.245962355,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8163.0,563.245962379,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8164.0,563.245962401,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8165.0,563.245962423,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8166.0,563.245962443,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8167.0,563.245974922,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8168.0,563.245974952,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8169.0,563.245974974,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8170.0,563.245974996,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8171.0,563.245975016,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8172.0,563.245975039,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8173.0,563.245975061,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8174.0,563.245975082,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8175.0,563.24604878,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8176.0,563.246048859,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8177.0,563.246048881,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8178.0,563.246048905,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8179.0,563.246048925,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8180.0,563.246048947,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8181.0,563.246048968,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8182.0,563.246048989,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8183.0,563.246060956,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8184.0,563.246060989,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8185.0,563.246061009,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8186.0,563.24606103,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8187.0,563.246061055,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8188.0,563.246061075,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8189.0,563.246061098,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8190.0,563.24606112,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8191.0,563.246109858,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8192.0,563.24610992,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8193.0,563.246109942,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8194.0,563.246109964,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8195.0,563.246109988,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8196.0,563.246110009,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8197.0,563.246110031,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8198.0,563.246110053,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8199.0,563.246122017,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8200.0,563.24612205,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8201.0,563.24612207,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8202.0,563.246122092,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
