No.,Time,Source,Destination,Protocol,Length,Info
211.0,61.841304419,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
212.0,61.843511121,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
213.0,61.848619564,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
214.0,61.863517233,10.0.2.15,147.235.111.99,UDP,1140.0,53481  >  443 Len=1098
215.0,61.87273302,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
216.0,62.238535152,147.235.111.99,10.0.2.15,UDP,474.0,443  >  53481 Len=432
217.0,62.24045719,10.0.2.15,147.235.111.99,UDP,73.0,53481  >  443 Len=31
218.0,62.260489785,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
219.0,62.266107178,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
220.0,62.563555597,10.0.2.15,157.240.195.56,TLSv1.2,770.0,Application Data
222.0,62.742738088,157.240.195.56,10.0.2.15,TLSv1.2,346.0,"Application Data, Application Data"
224.0,62.91993345,10.0.2.15,157.240.195.56,TLSv1.2,152.0,Application Data
225.0,62.920343094,10.0.2.15,157.240.195.56,TLSv1.2,155.0,Application Data
228.0,62.982393217,157.240.195.56,10.0.2.15,TLSv1.2,151.0,Application Data
230.0,62.990720744,10.0.2.15,157.240.195.56,TLSv1.2,150.0,Application Data
232.0,63.412731369,157.240.195.56,10.0.2.15,TLSv1.2,148.0,Application Data
233.0,63.44308324,10.0.2.15,157.240.195.56,TLSv1.2,147.0,Application Data
235.0,64.07962147,157.240.195.56,10.0.2.15,TLSv1.2,174.0,Application Data
236.0,64.104690989,10.0.2.15,157.240.195.56,TLSv1.2,149.0,Application Data
238.0,64.639147575,157.240.195.56,10.0.2.15,TLSv1.2,149.0,Application Data
240.0,64.747600389,10.0.2.15,157.240.195.56,TLSv1.2,147.0,Application Data
242.0,65.289926834,157.240.195.56,10.0.2.15,TLSv1.2,149.0,Application Data
244.0,65.298994104,10.0.2.15,157.240.195.56,TLSv1.2,147.0,Application Data
246.0,65.469303432,157.240.195.56,10.0.2.15,TLSv1.2,148.0,Application Data
247.0,65.490466381,10.0.2.15,157.240.195.56,TLSv1.2,147.0,Application Data
249.0,65.792361683,157.240.195.56,10.0.2.15,TLSv1.2,243.0,Application Data
251.0,65.909913839,10.0.2.15,157.240.195.56,TLSv1.2,126.0,Application Data
253.0,67.288020378,157.240.195.56,10.0.2.15,TLSv1.2,243.0,Application Data
255.0,67.374455476,10.0.2.15,157.240.195.56,TLSv1.2,126.0,Application Data
257.0,67.869816365,157.240.195.56,10.0.2.15,TLSv1.2,449.0,Application Data
259.0,67.934144871,10.0.2.15,157.240.195.56,TLSv1.2,152.0,Application Data
261.0,73.938653139,157.240.195.56,10.0.2.15,TCP,1514.0,443  >  59666 [ACK] Seq=7814 Ack=5303 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
263.0,73.939209492,157.240.195.56,10.0.2.15,TLSv1.2,150.0,"Application Data, Application Data"
265.0,74.310103039,10.0.2.15,147.235.111.99,UDP,412.0,53481  >  443 Len=370
266.0,74.314609993,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
267.0,74.335800234,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
268.0,74.444020556,10.0.2.15,157.240.195.56,TLSv1.2,144.0,Application Data
270.0,74.570927313,10.0.2.15,157.240.195.56,TLSv1.2,156.0,Application Data
272.0,74.617328954,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
273.0,74.61732925,147.235.111.99,10.0.2.15,UDP,410.0,443  >  53481 Len=368
274.0,74.617442257,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
275.0,74.617442412,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
276.0,74.617442478,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
277.0,74.618230041,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
278.0,74.618230207,147.235.111.99,10.0.2.15,UDP,1242.0,443  >  53481 Len=1200
279.0,74.618317817,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
280.0,74.618317923,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
281.0,74.61842373,10.0.2.15,147.235.111.99,UDP,81.0,53481  >  443 Len=39
282.0,74.618676094,10.0.2.15,147.235.111.99,UDP,76.0,53481  >  443 Len=34
283.0,74.619362517,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
284.0,74.619362616,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
285.0,74.619468586,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
286.0,74.619468685,147.235.111.99,10.0.2.15,UDP,250.0,443  >  53481 Len=208
287.0,74.619635775,10.0.2.15,147.235.111.99,UDP,76.0,53481  >  443 Len=34
288.0,74.621576294,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
289.0,74.632238765,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
290.0,74.632239046,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
291.0,74.634618699,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
292.0,74.634618919,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
293.0,74.634723485,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
294.0,74.634723588,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
295.0,74.634723656,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
296.0,74.634829263,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
297.0,74.634829367,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
298.0,74.634829432,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
299.0,74.635303571,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
300.0,74.635303987,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
301.0,74.635304248,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
302.0,74.635705487,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
303.0,74.635705893,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
304.0,74.636108736,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
305.0,74.636109152,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
306.0,74.636109423,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
307.0,74.636580058,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
308.0,74.636580454,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
309.0,74.637263406,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
310.0,74.639628811,10.0.2.15,147.235.111.99,UDP,76.0,53481  >  443 Len=34
311.0,74.648277481,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
312.0,74.648278012,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
313.0,74.648707096,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
314.0,74.648707502,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
315.0,74.648707773,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
316.0,74.649187168,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
317.0,74.649187574,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
318.0,74.649187835,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
319.0,74.649552284,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
320.0,74.649552675,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
321.0,74.65002556,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
322.0,74.650025936,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
323.0,74.650394681,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
324.0,74.650395081,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
325.0,74.650786814,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
326.0,74.65078723,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
327.0,74.650787501,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
328.0,74.65129877,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
329.0,74.651299166,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
330.0,74.651299436,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
331.0,74.651737521,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
332.0,74.651737917,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
333.0,74.651738183,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
334.0,74.652130005,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
335.0,74.652130401,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
336.0,74.65252931,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
337.0,74.652529706,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
338.0,74.652529972,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
339.0,74.652976211,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
340.0,74.652976622,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
341.0,74.652976887,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
342.0,74.65341642,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
343.0,74.653416816,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
344.0,74.653417147,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
345.0,74.653921696,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
346.0,74.653922312,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
347.0,74.653922578,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
348.0,74.654298604,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
349.0,74.65429902,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
350.0,74.660975767,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
351.0,74.667103878,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
352.0,74.667104094,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
353.0,74.667104155,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
354.0,74.667438588,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
355.0,74.667533979,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
356.0,74.668771875,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
357.0,74.66877204,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
358.0,74.668772102,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
359.0,74.66889226,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
360.0,74.668892405,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
361.0,74.668892468,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
362.0,74.669099039,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
363.0,74.670227781,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
364.0,74.67022793,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
365.0,74.670227963,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
366.0,74.670381935,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
367.0,74.670382084,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
368.0,74.670382149,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
369.0,74.670502461,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
370.0,74.670502622,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
371.0,74.670632419,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
372.0,74.670632578,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
373.0,74.670632643,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
374.0,74.670632713,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
375.0,74.670807073,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
376.0,74.670807227,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
377.0,74.670909862,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
378.0,74.670910024,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
379.0,74.670910095,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
380.0,74.670910163,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
381.0,74.671271977,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
382.0,74.672094997,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
383.0,74.672095148,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
384.0,74.672385608,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
385.0,74.67238576,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
386.0,74.672385825,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
387.0,74.672480999,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
388.0,74.672481098,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
389.0,74.673230456,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
390.0,74.673230556,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
391.0,74.67334628,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
392.0,74.673346379,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
393.0,74.673346448,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
394.0,74.673453448,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
395.0,74.673453553,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
396.0,74.673453618,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
397.0,74.673614513,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
398.0,74.673614604,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
399.0,74.673725601,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
400.0,74.673725702,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
401.0,74.673725771,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
402.0,74.673827954,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
403.0,74.673828054,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
404.0,74.673828122,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
405.0,74.675108137,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
406.0,74.675108474,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
