No.,Time,Source,Destination,Protocol,Length,Info
4113.0,673.66988005,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4114.0,673.669880073,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4115.0,673.669880099,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4116.0,673.669880128,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4117.0,673.670019878,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4118.0,673.682713671,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4119.0,673.682714073,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4120.0,673.682714094,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4121.0,673.682714115,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4122.0,673.682714136,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4123.0,673.682714156,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4124.0,673.682714175,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4125.0,673.682714196,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4126.0,673.682737759,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4127.0,673.682737793,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4128.0,673.682737813,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4129.0,673.682737833,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4130.0,673.682737853,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4131.0,673.682737874,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4132.0,673.682737898,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4133.0,673.682737922,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4134.0,673.682788559,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4135.0,673.682788645,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4136.0,673.682788665,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4137.0,673.682788685,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4138.0,673.682788706,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4139.0,673.682788725,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4140.0,673.682788751,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4141.0,673.682788771,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4142.0,673.682800145,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4143.0,673.682800172,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4144.0,673.682800193,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4145.0,673.682800214,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4146.0,673.682800233,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4147.0,673.682800253,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4148.0,673.682800274,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4149.0,673.682800295,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4150.0,673.68287619,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4151.0,673.682860281,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4152.0,673.682876276,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4153.0,673.68287635,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4154.0,673.68287637,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4155.0,673.682876448,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4156.0,673.68287649,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4157.0,673.683072269,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4158.0,673.683285945,10.0.2.15,157.240.196.60,QUIC,79.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4159.0,673.683381503,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4160.0,673.68347205,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4161.0,673.683545542,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4162.0,673.683625098,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4163.0,673.683695185,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4164.0,673.683976814,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4165.0,673.684412099,10.0.2.15,157.240.196.60,QUIC,80.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4166.0,673.68451506,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4167.0,673.68451516,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4168.0,673.684505102,10.0.2.15,157.240.196.60,QUIC,80.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4169.0,673.684515195,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4170.0,673.684515285,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4171.0,673.684515323,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4172.0,673.68451539,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4173.0,673.68451543,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4174.0,673.684723426,10.0.2.15,157.240.196.60,QUIC,85.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4175.0,673.684827848,10.0.2.15,157.240.196.60,QUIC,80.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4176.0,673.68491781,10.0.2.15,157.240.196.60,QUIC,80.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4177.0,673.685023393,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4178.0,673.685009023,10.0.2.15,157.240.196.60,QUIC,80.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4179.0,673.685023479,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4180.0,673.685023515,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4181.0,673.685100652,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4182.0,673.685336715,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4183.0,673.685412051,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4184.0,673.685412138,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4185.0,673.685521555,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4186.0,673.689712707,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4187.0,673.689712899,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4188.0,673.68971292,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4189.0,673.68971294,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4190.0,673.68971296,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4191.0,673.68971298,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4192.0,673.689713,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4193.0,673.68971302,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4194.0,673.689765355,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4195.0,673.709261447,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4196.0,673.73800205,10.0.2.15,157.240.196.60,QUIC,78.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4197.0,673.779770265,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4198.0,673.779770723,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4199.0,673.779771689,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4200.0,673.779771951,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4201.0,673.782847728,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4202.0,673.782848068,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4203.0,673.782848095,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4204.0,673.785122841,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4205.0,673.785123533,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4206.0,673.785123572,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4207.0,673.785123603,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4208.0,673.785123635,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4209.0,673.785123668,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4210.0,673.785123694,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4211.0,673.78512373,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4212.0,673.785250669,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4213.0,673.785250756,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
